,para,dates,para_lemma,len,year,avg_year,num_years,year_25group,year_50group
10,"Franklin further elaborated his vision regarding the advantages of colonial union in “Plan for Settling Two Western Colonies,” written apparently sometime in 1754 and forwarded to the duke of Cumberland in 1756. In it, Franklin described the Ohio Country as being well known as “one of the finest in North America” and absolutely essential for the future prosperity of the colonies in that “our people … cannot much more increase in number” east of the mountains, a startling claim when one recalls there were only about 2.5 million white colonists at that time. The future was found in Ohio, and if the French were to win it permanently, it would block westward expansion, thereby “preventing our obtaining new subsistence by cultivating new lands … discourag[ing] our marriages, and keep[ing] our people from increasing; thus (if the expression may be allowed) killing thousands of our children before they are born.” He argued, “If two strong colonies of English” were settled in the Ohio Country they would provide security from attack and check the “dreaded junction of the French settlements in Canada, with those in Louisiana …”9 In short, Franklin envisioned western expansion as a way for the colonies to escape being encircled by the Gallic menace. As was stated at the Albany Congress, “[I]t seems absolutely necessary that Speedy and Effectual measures be taken to Secure the Colonies from the Slavery they are threatened with.”10 Significant, too, is Franklin’s recommendation that the western land claims of the colonies (some of which extended to the Pacific Ocean) be curtailed in the name of practicality: “A single old colony does not seem strong enough to extend itself…. it cannot venture a settlement far distant from the main body, being unable to support it. But if the colonies were united … they might easily, by their joint force, establish one or more new colonies, whenever they should judge it necessary or advantageous to the interests of the whole.”11 As Gerald Stourzh observes regarding the text, “Expansion for defense and expansion for its own sake are merged into one powerful case for the immediate settlement of the western country.”12","['1754', '1756']",franklin elaborate vision advantage colonial union “ plan settle western colony ” write apparently 1754 forward duke cumberland 1756 franklin describe ohio country know “ fine north america ” absolutely essential future prosperity colony people … increase number ” east mountain startling claim recall 2.5 million white colonist time future find ohio french win permanently block westward expansion “ prevent obtain new subsistence cultivate new land … discourag[ marriage keep[ing people increase expression allow kill thousand child bear argue “ strong colony english ” settle ohio country provide security attack check “ dread junction french settlement canada louisiana … ” 9 short franklin envision western expansion way colony escape encircle gallic menace state albany congress “ i]t absolutely necessary speedy effectual measure take secure colony slavery threaten with.”10 significant franklin ’s recommendation western land claim colony extend pacific ocean curtail practicality “ single old colony strong extend … venture settlement far distant main body unable support colony united … easily joint force establish new colony judge necessary advantageous interest whole.”11 gerald stourzh observe text “ expansion defense expansion sake merge powerful case immediate settlement western country.”12,186,"[1754, 1756]",1755,2,1775,1800
11,"To be realized, Franklin’s vision of an expanding British North American empire required a colonial union. This seemed so crystal clear to Franklin that he could not grasp why many colonists resisted it. Such is the fate of the visionary. This sentiment found its most famous expression in a letter he wrote to fellow unionist James Parker in 1751, in which Franklin laments the resistance of the colonists to the idea of union while noting the effectiveness and longevity of the Six Nations Confederacy: “It would be a very strange Thing, if six Nations of ignorant Savages should be capable of forming a Scheme for such an Union, and be able to execute it in such a Manner, as that it has subsisted Ages, and appears indissoluble; and yet that a like Union should be impracticable for ten or a dozen English Colonies, to whom it is more necessary, and must be more advantageous; and who cannot be supposed to want an equal understanding of their Interests.”13 The lesson Franklin learned from the example of the Six Nations Confederacy was not about “democracy,” as is sometimes asserted by contemporary scholars, but rather about the importance of union to the establishment of the imperial control of North America.",['1751'],realize franklin ’s vision expand british north empire require colonial union crystal clear franklin grasp colonist resist fate visionary sentiment find famous expression letter write fellow unionist jame parker 1751 franklin lament resistance colonist idea union note effectiveness longevity nation confederacy “ strange thing nation ignorant savage capable form scheme union able execute manner subsist age appear indissoluble like union impracticable dozen english colony necessary advantageous suppose want equal understanding interests.”13 lesson franklin learn example nation confederacy “ democracy ” assert contemporary scholar importance union establishment imperial control north america,90,[1751],1751,1,1775,1800
12,"Perhaps the most radical aspect of Franklin’s vision was his conception of an emerging parity between England and the colonies. He proposed that the colonists be treated as equals to citizens of the mother country, candidly admitting in a letter to Peter Collinson in May 1754, “May I presume to whisper my Sentiments in a private Letter? Britain and her Colonies should be considered as one Whole, and not as different States with separate interests.”14 Over time, Franklin saw the colonies not only as a source of raw materials and agricultural products, as had been the case until then, but also as a burgeoning market for British manufactures. In 1760, he wrote to the Scottish philosopher Lord Kames, “I have long been of the opinion that the foundations of the future grandeur and stability of the British Empire lie in America.”15 He would spend nearly twenty years trying to realize this vision of Anglo-American equality, only to find his plea for equality of treatment rejected as it concerned both the colonists and him personally.","['May 1754', 'May', '1760', 'nearly twenty years']",radical aspect franklin ’s vision conception emerge parity england colony propose colonist treat equal citizen mother country candidly admit letter peter collinson 1754 presume whisper sentiment private letter britain colony consider different state separate interests.”14 time franklin see colony source raw material agricultural product case burgeon market british manufacture 1760 write scottish philosopher lord kame “ long opinion foundation future grandeur stability british empire lie america.”15 spend nearly year try realize vision anglo equality find plea equality treatment reject concern colonist personally,82,"[1754, 1760]",1757,2,1775,1800
13,"Educating and guiding public opinion were crucial to gaining that support. One of his most famous efforts in this regard occurred in May 1754, the same month that Washington made his foray into western Pennsylvania. In response to news of the French capture of a British garrison on the Forks of the Ohio, Franklin published in his newspaper the Pennsylvania Gazette the woodcut image of a snake, chopped into multiple pieces, each with the name of a colony on it, under the caption “Join or Die.” Reputed to be the first political cartoon in American history, it remains one of the most famous. Widely circulated at the time, the image and its pointed caption is one of the first to connect the concept of colonial union with collective security. Some colonial papers suggested another advantage of union by bracketing the motto “Join or Die” with another: “Unite and Conquer.”","['May 1754', 'the same month']",educate guide public opinion crucial gain support famous effort regard occur 1754 month washington foray western pennsylvania response news french capture british garrison fork ohio franklin publish newspaper pennsylvania gazette woodcut image snake chop multiple piece colony caption “ join die ” repute political cartoon history remain famous widely circulate time image pointed caption connect concept colonial union collective security colonial paper suggest advantage union bracket motto “ join die ” “ unite conquer,74,[1754],1754,1,1775,1800
14,"Washington’s and Franklin’s efforts to spur unity suggest that the move toward the creation of an American union is best understood as a “grasstips” movement, conceived and implemented by an elite group of patriarchs appropriately known as the Founding Fathers. Franklin and Washington loomed above all others in this group, one a medicine-man prophet, the second a charismatic war chief who reveled in battle and who believed that bullets could not kill him. In Franklin, the incipient union had a visionary who, struck by lightning once during his kite experiments of 1749, was struck by lightning a second time in the form of a persistent vision of the boundless possibilities represented by colonial union: the creation of a new society unlike any that had preceded it, and of the vast western domain he offered a limitless lebensraum for what he anticipated would be the union’s rapidly multiplying millions. Franklin grasped better than anyone else that if the enormous energies, enormous wealth, and enormous potential of the thirteen colonies could be harnessed and directed toward a common end by a strong central authority, there would be no foreseeable limit as to what they might accomplish. If Franklin’s dream of colonial unity in the name of collective security and collective advantage bore some similarity to a quixotic attempt to catch lightning in a bottle, it also was analogous to a major innovation of its time, the steam engine. For a political union, in a steam engine–like fashion, aimed to harness and direct the enormous potential energies of the British North American colonies, promising to transform the political world in much the same way as the steam engine would transform the economic world. Gerald Stourzh concludes, “Franklin strove for the security, prosperity, and expansion of the British Empire. This was his concept of America’s interest.”16 Security, prosperity, and expansion also were the chief motives behind Franklin’s subsequent efforts to create a union; indeed, they served as the prime motives for virtually all who came to advocate colonial union. But for most colonists, the costs of autonomy within a union outweighed the practical advantages it offered.",['1749'],washington ’s franklin ’s effort spur unity suggest creation union best understand “ grasstip ” movement conceive implement elite group patriarch appropriately know found father franklin washington loom group medicine man prophet second charismatic war chief revel battle believe bullet kill franklin incipient union visionary strike lightning kite experiment 1749 strike lightn second time form persistent vision boundless possibility represent colonial union creation new society unlike precede vast western domain offer limitless lebensraum anticipate union ’s rapidly multiply million franklin grasp better enormous energy enormous wealth enormous potential thirteen colony harness direct common end strong central authority foreseeable limit accomplish franklin ’s dream colonial unity collective security collective advantage bear similarity quixotic attempt catch lightning bottle analogous major innovation time steam engine political union steam engine – like fashion aim harness direct enormous potential energy british north colony promise transform political world way steam engine transform economic world gerald stourzh conclude franklin strove security prosperity expansion british empire concept america ’s interest.”16 security prosperity expansion chief motif franklin ’s subsequent effort create union serve prime motif virtually come advocate colonial union colonist cost autonomy union outweigh practical advantage offer,189,[1749],1749,1,1750,1750
15,"Braddock’s expedition ended in catastrophic defeat for his forces and in his own death; he was a victim of the Indians and their French allies, his army’s inexperience, and his own arrogance. British Redcoats in classic combat formation proved no match for his foes’ guerrilla tactics. In a chaotic engagement on July 9, 1755, approximately eight hundred of the twelve hundred soldiers in Braddock’s command fell dead or wounded, most of them mistakenly shot by their own side. Braddock’s debacle in western Pennsylvania proved to be one of worst defeats in British history in North America. Yet for George Washington the battle proved crucial in establishing his credentials as the warrior-leader of the North American colonies. He was the only British officer – whose obvious symbols of rank made them conspicuous targets – to escape being killed or wounded. Once again he had been exposed to sustained deadly fire at close range and had emerged unscathed, later recounting that he “had one horse killed and two wounded under him – a ball through his hat – and several through his clothes, but escaped unhurt.”17 It was this trial by fire and others to follow that twenty years later would make him the undisputed choice to lead the Continental army. For Franklin, the defeat of a force comprised primarily of British regulars further confirmed the necessity of a centralized colonial government responsible for security and expansion on the western frontier, in particular the making of a uniform Indian policy. For both men, the Braddock disaster marked the beginning and not the end, or, more precisely, the end of the beginning, of their efforts to create a colonial union.","['July 9, 1755', 'twenty years later']",braddock ’s expedition end catastrophic defeat force death victim indians french ally army ’s inexperience arrogance british redcoat classic combat formation prove match foes’ guerrilla tactic chaotic engagement july 9 1755 approximately soldier braddock ’s command fall dead wound mistakenly shoot braddock ’s debacle western pennsylvania prove bad defeat british history north america george washington battle prove crucial establish credential warrior leader north colony british officer – obvious symbol rank conspicuous target – escape kill wound expose sustained deadly fire close range emerge unscathed later recount “ horse kill wound – ball hat – clothe escape unhurt.”17 trial fire follow year later undisputed choice lead continental army franklin defeat force comprise primarily british regular confirm necessity centralized colonial government responsible security expansion western frontier particular making uniform indian policy man braddock disaster mark beginning end precisely end beginning effort create colonial union,142,[1755],1755,1,1775,1800
16,"Had the colonies adopted the Albany Plan of Union as Franklin urged, the Indian assault might have been blunted. Certainly it offered the hope of a more coordinated colonial response. Only with the arrival of more British regular troops in 1758, and, more importantly, the adoption of a strategy to pacify and divide the Indians of the Ohio Country, was the onslaught stopped. Crafted by General Henry Bouquet, this approach aimed not so much to defeat the Indian resistance as to remove the causes of it. For a while, this brought peace to the frontier, until the blundering policies of Bouquet’s successor, Sir Jeffrey Amherst, helped precipitate in 1763 what became known as Pontiac’s Conspiracy, a pan-Indian resistance movement aimed at rejecting European ways and trade goods and expelling the British from North America. The movement is named for its war leader, an Ottawa war chief, but it was inspired by Neolin, the Delaware prophet, who, after experiencing a vision of an alternative way of being in 1760, began to call for Indian people to reject the white people’s trade goods, firearms, alcohol, and sexual license and return to their traditional ways of living. Neolin’s prophecy, inscribed in pictograph form on a hide, soon was carried to tribes all across the Ohio Country, and it was put most dramatically into effect by Pontiac and is followers, who sought to evict the British colonists and the soldiers who protected them.","['1758', '1763', '1760']",colony adopt albany plan union franklin urge indian assault blunt certainly offer hope coordinated colonial response arrival british regular troop 1758 importantly adoption strategy pacify divide indian ohio country onslaught stop craft general henry bouquet approach aim defeat indian resistance remove cause bring peace frontier blunder policy bouquet ’s successor sir jeffrey amherst help precipitate 1763 know pontiac ’s conspiracy pan indian resistance movement aim reject european way trade good expel british north america movement name war leader ottawa war chief inspire neolin delaware prophet experience vision alternative way 1760 begin indian people reject white people ’s trade good firearm alcohol sexual license return traditional way living neolin ’s prophecy inscribe pictograph form hide soon carry tribe ohio country dramatically effect pontiac follower seek evict british colonist soldier protect,129,"[1758, 1763, 1760]",1760,3,1775,1800
17,"By 1763, France had been defeated. The treaty ending the war transferred Canada and all other French claims in North America to Great Britain. But the inability of the British army to secure the area west of the mountains from Indian attacks led to the creation of the Proclamation Line of 1763. Running in a north-south direction roughly along the Appalachian crest (and extended in 1768 to the Ohio River), the Proclamation Line signified the limits of British imperial control if not the limits of their imperial claims. In the name of maintaining peace and security on the frontier, colonists were prohibited from entering the very country over which the war had been started. Yet the British government did not understand that in the name of maintaining peace with their Indian enemies they were kindling a conflict with their own colonists, who were outraged to find their expansionist ambitions now blocked by the Mother Country.","['1763', '1763', '1768']",1763 france defeat treaty end war transfer canada french claim north america great britain inability british army secure area west mountain indian attack lead creation proclamation line 1763 run north south direction roughly appalachian crest extend 1768 ohio river proclamation line signify limit british imperial control limit imperial claim maintain peace security frontier colonist prohibit enter country war start british government understand maintain peace indian enemy kindle conflict colonist outraged find expansionist ambition block mother country,76,"[1763, 1763, 1768]",1765,3,1775,1800
18,"Given the crucial role the North American colonists had played in the start and conduct of the Seven Years War, it is ironic to consider how intensely some of them denied responsibility for causing the war and for shouldering the cost of posting 10,000 British regulars in North America after the war for colonial defense. Franklin is notable in this regard. With blatant disregard for the facts of history, in 1765 he asserted to the House of Commons that the colonists had lived “in perfect peace with the French and Indians” until Braddock’s expedition, undertaken “for the profit of British merchants and manufacturers,” had provoked a crisis. Rather disingenuously, Franklin characterized the entire conflict as “really a British war.”19",['1765'],"give crucial role north colonist play start conduct seven year war ironic consider intensely deny responsibility cause war shoulder cost post 10,000 british regular north america war colonial defense franklin notable regard blatant disregard fact history 1765 assert house common colonist live “ perfect peace french indians ” braddock ’s expedition undertake “ profit british merchant manufacturer ” provoke crisis disingenuously franklin characterize entire conflict “ british war.”19",68,[1765],1765,1,1775,1800
19,"British efforts to compel obedience backfired in almost every case. The Quebec Act of 1774 placed the Ohio Country even further out of the reach of Virginia and Pennsylvania speculators by making it a part of Canada. The act also cracked down on smuggling in an attempt to reestablish and reenforce mercantile restrictions and thereby limit the commercial freedom to which the colonists had become accustomed. Given Britain’s dire financial condition in the years after the war, and considering the cost of maintaining regular troops in North America for the colonists’ protection, from today’s perspective, it does not seem outrageous that the Crown would seek to tax them. After all, the colonists had gladly received the protection of the British regulars, notwithstanding their status of being unrepresented in Parliament. Yet rational discussion of the question soon proved impossible, as the rhetoric of rights overshadowed any consideration of responsibilities when it came to colonial defense.","['1774', 'the years', 'today']",british effort compel obedience backfire case quebec act 1774 place ohio country reach virginia pennsylvania speculator make canada act crack smuggling attempt reestablish reenforce mercantile restriction limit commercial freedom colonist accustomed give britain ’s dire financial condition year war consider cost maintain regular troop north america colonists’ protection today ’s perspective outrageous crown seek tax colonist gladly receive protection british regular notwithstanding status unrepresented parliament rational discussion question soon prove impossible rhetoric right overshadow consideration responsibility come colonial defense,79,[1774],1774,1,1775,1800
